latitude,longitude,number of bikes,station id
38.899408,-77.015289,12.0,696.0
38.89728304853854,-77.02219069004059,7.0,697.0
38.897222,-77.019347,2.0,698.0
38.862601,-76.994578,6.0,699.0
38.877415,-77.270731,10.0,700.0
38.873261,-77.272999,9.0,701.0
38.878693599396954,-77.02305436134338,0.0,702.0
38.872642,-77.230632,9.0,703.0
38.907837,-77.07166,4.0,704.0
38.908735,-77.029779,9.0,705.0
38.90843146089006,-77.02708840370178,14.0,706.0
38.913601175143924,-77.02711522579193,14.0,707.0
38.88409514578027,-76.99523448944092,3.0,708.0
38.936228,-77.027163,13.0,709.0
38.884533,-77.065803,3.0,710.0
38.916501,-77.0909109,1.0,711.0
38.90226780126366,-77.05911666154861,17.0,712.0
38.905690963097,-77.00320065021515,4.0,713.0
38.868536,-77.225262,8.0,714.0
38.905697,-77.005483,10.0,715.0
38.93077415308313,-76.97285145521163,12.0,716.0
38.942475355602845,-77.03267812728882,10.0,717.0
38.897692,-77.207261,10.0,718.0
38.900371,-77.205428,5.0,719.0
38.877818,-77.209421,8.0,720.0
38.876912,-77.195847,1.0,721.0
38.926973,-77.217376,3.0,722.0
38.931089,-77.220729,3.0,723.0
38.910016,-77.226266,1.0,724.0
38.904415,-77.221807,2.0,725.0
38.903827,-77.053485,12.0,726.0
38.828471,-77.086061,1.0,727.0
38.968935461525916,-77.01626300811768,17.0,728.0
38.8961140441491,-77.04661488533019,8.0,729.0
38.91256,-77.008775,5.0,730.0
38.894112,-77.044334,0.0,731.0
38.894514,-77.031617,5.0,732.0
38.87857249314831,-77.23076596856116,7.0,733.0
38.95866,-77.361516,4.0,734.0
38.8762192324865,-77.00416892766953,7.0,735.0
38.862398,-77.089133,11.0,736.0
38.8663609,-77.1997883,10.0,737.0
